policy_id,policy_title,domain,state,district,source_type,source_name,respondent_type,comment_text,stance_label,sentiment_label,policy_domain,app_name,package_name,review_text,rating,file_name,word_count
,,,,,,,, For strengthening academic rigor of KGBVs the Karnataka Model can be adopted.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,13.0
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Tamil Nadu,Chennai,social_media_post,,NGO_rep,"From the perspective of NGO representatives in Chennai, Beti Bachao Beti Padhao (BBBP) seems useful for some groups but others are left out based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Punjab,Ludhiana,news_comment,,citizen,People in Ludhiana often say that NPEGEL – Girls Education Initiative helps poor and middle-class families who had no support earlier according to informal surveys done by community groups.,Support,Positive,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Uttar Pradesh,Lucknow,play_store_review,,citizen,"According to feedback collected in Lucknow, PM-KISAN Income Support Scheme seems useful for some groups but others are left out according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Delhi,New Delhi,news_comment,,student,"According to feedback collected in New Delhi, Kasturba Gandhi Balika Vidyalaya (KGBV) helps poor and middle-class families who had no support earlier according to informal surveys done by community groups.",Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Tamil Nadu,Chennai,survey_feedback,,parent,"From the perspective of parents in Chennai, Electric Vehicle (EV) Policy & FAME-II seems useful for some groups but others are left out as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Maharashtra,Mumbai,play_store_review,,farmer,"On the ground in Mumbai, it is observed that Atal Pension Yojana (APY) reduced our daily struggles and brought some relief",Support,Positive,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Haryana,Gurugram,news_comment,,teacher,People in Gurugram often say that PM-KISAN Income Support Scheme seems useful for some groups but others are left out based on their day-to-day experience.,Neutral,Neutral,,,,,,,
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Haryana,Gurugram,survey_feedback,,NGO_rep,"On the ground in Gurugram, it is observed that Swachh Survekshan Grameen / Swachh Bharat has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Haryana,Gurugram,news_comment,,student,"According to feedback collected in Gurugram, Jal Jeevan Mission (JJM) helps poor and middle-class families who had no support earlier based on their day-to-day experience.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Haryana,Gurugram,survey_feedback,,employee,"From the perspective of employees in Gurugram, Sukanya Samriddhi Account Scheme has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Karnataka,Bengaluru,play_store_review,,citizen,"On the ground in Bengaluru, it is observed that Data Protection / DPDP Act is not reaching the actual beneficiaries in our district",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,West Bengal,Kolkata,play_store_review,,parent,"According to feedback collected in Kolkata, National Food Security Act / PDS is a step in the right direction and should be strengthened further based on their day-to-day experience.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Tamil Nadu,Chennai,news_comment,,official,"In Chennai, many officials feel that National Food Security Act / PDS has genuinely improved access for ordinary people",Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Punjab,Ludhiana,news_comment,,parent,People in Ludhiana often say that Data Protection / DPDP Act has too much paperwork and corruption at local level whenever the topic comes up in public meetings.,Oppose,Negative,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Assam,Guwahati,social_media_post,,citizen,"According to feedback collected in Guwahati, Atal Pension Yojana (APY) has mixed results and people are still trying to understand its impact as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
,,,,,,,,Redressal Mechanism  Problems of staff and parents about implementation of the RTE Act should be first resolved by a special committee constituted for this purpose in the school itself.,Oppose,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",30.0
P010,PM-KISAN Income Support Scheme,Farmer_Support,Assam,Guwahati,play_store_review,,farmer,"From the perspective of farmers in Guwahati, PM-KISAN Income Support Scheme seems useful for some groups but others are left out according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Assam,Guwahati,survey_feedback,,teacher,"According to feedback collected in Guwahati, Mid-Day Meal Scheme (MDM) has genuinely improved access for ordinary people when asked in local meetings and discussions.",Support,Positive,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Rajasthan,Jaipur,play_store_review,,shopkeeper,"According to feedback collected in Jaipur, RTE Act 12(1)(c) – EWS Quota has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Rajasthan,Jaipur,social_media_post,,teacher,"In Jaipur, many teachers feel that Ayushman Bharat – PM-JAY Health Insurance seems useful for some groups but others are left out",Neutral,Neutral,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Haryana,Gurugram,news_comment,,official,People in Gurugram often say that Ayushman Bharat – PM-JAY Health Insurance has made real difference on the ground in our area based on their day-to-day experience.,Support,Positive,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Maharashtra,Mumbai,news_comment,,NGO_rep,"On the ground in Mumbai, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) has created more confusion than benefit for common people based on their day-to-day experience.",Oppose,Negative,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Punjab,Ludhiana,play_store_review,,teacher,"From the perspective of teachers in Ludhiana, Sukanya Samriddhi Account Scheme has potential but the government needs to fix practical issues according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Karnataka,Bengaluru,news_comment,,shopkeeper,"In Bengaluru, many shopkeepers feel that National Food Security Act / PDS could become effective if local officials take it seriously according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
,,,,,,,, The Navodaya Vidyalaya Samiti (NVS) very meticulously utilizes the budgetary provisions for each student.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,15.0
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Punjab,Ludhiana,news_comment,,student,"From the perspective of students in Ludhiana, Ayushman Bharat – PM-JAY Health Insurance has too much paperwork and corruption at local level whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
,,,,,,,,Table 7.38 Distribution of non-teaching staff as per their job status Sate Full Time Part Time Perman ent Temp.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,19.0
P017,Smart Cities Mission,Urban_Infra,Punjab,Ludhiana,news_comment,,shopkeeper,"From the perspective of shopkeepers in Ludhiana, Smart Cities Mission helps poor and middle-class families who had no support earlier whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Rajasthan,Jaipur,news_comment,,parent,"From the perspective of parents in Jaipur, PM Awas Yojana (PMAY) – Housing for All has genuinely improved access for ordinary people as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Delhi,New Delhi,social_media_post,,teacher,"According to feedback collected in New Delhi, Atal Pension Yojana (APY) has too much paperwork and corruption at local level as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Tamil Nadu,Chennai,social_media_post,,parent,"According to feedback collected in Chennai, Jal Jeevan Mission (JJM) has potential but the government needs to fix practical issues according to informal surveys done by community groups.",Neutral,Neutral,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Karnataka,Bengaluru,news_comment,,employee,"According to feedback collected in Bengaluru, Atal Pension Yojana (APY) feels more like a political advertisement than a real solution whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P015,Beti Bachao Beti Padhao (BBBP),Women_Child,Delhi,New Delhi,play_store_review,,shopkeeper,"On the ground in New Delhi, it is observed that Beti Bachao Beti Padhao (BBBP) has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Maharashtra,Mumbai,news_comment,,employee,"In Mumbai, many employees feel that PM-KISAN Income Support Scheme is one of the few schemes that actually reaches villages based on their day-to-day experience.",Support,Positive,,,,,,,
P009,Digital India Mission,Digital_Governance,Karnataka,Bengaluru,social_media_post,,farmer,"In Bengaluru, many farmers feel that Digital India Mission is one of the few schemes that actually reaches villages based on their day-to-day experience.",Support,Positive,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Maharashtra,Mumbai,social_media_post,,official,People in Mumbai often say that Atal Pension Yojana (APY) has created more confusion than benefit for common people when asked in local meetings and discussions.,Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Delhi,New Delhi,news_comment,,citizen,"On the ground in New Delhi, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) has many loopholes and people are being harassed instead of helped based on their day-to-day experience.",Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Haryana,Gurugram,survey_feedback,,teacher,"According to feedback collected in Gurugram, PM Awas Yojana (PMAY) – Housing for All needs proper monitoring and transparency before we can judge it as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Punjab,Ludhiana,survey_feedback,,citizen,"According to feedback collected in Ludhiana, Ayushman Bharat – PM-JAY Health Insurance is a step in the right direction and should be strengthened further",Support,Positive,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Haryana,Gurugram,social_media_post,,citizen,"In Gurugram, many citizens feel that Electric Vehicle (EV) Policy & FAME-II is not reaching the actual beneficiaries in our district",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Rajasthan,Jaipur,play_store_review,,NGO_rep,"According to feedback collected in Jaipur, Data Protection / DPDP Act reduced our daily struggles and brought some relief whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Tamil Nadu,Chennai,social_media_post,,NGO_rep,"From the perspective of NGO representatives in Chennai, Kasturba Gandhi Balika Vidyalaya (KGBV) has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Karnataka,Bengaluru,play_store_review,,parent,People in Bengaluru often say that Electric Vehicle (EV) Policy & FAME-II looks good on paper but implementation is very weak whenever the topic comes up in public meetings.,Oppose,Negative,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Maharashtra,Mumbai,news_comment,,farmer,"From the perspective of farmers in Mumbai, Mid-Day Meal Scheme (MDM) is a step in the right direction and should be strengthened further",Support,Positive,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Varanasi,citizen_interview,Interview – Student,official,Mid-day meals increased attendance in our school.,Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,West Bengal,Kolkata,news_comment,,parent,"In Kolkata, many parents feel that National Food Security Act / PDS looks good on paper but implementation is very weak based on their day-to-day experience.",Oppose,Negative,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Karnataka,Bengaluru,news_comment,,NGO_rep,"According to feedback collected in Bengaluru, Electric Vehicle (EV) Policy & FAME-II is a step in the right direction and should be strengthened further based on their day-to-day experience.",Support,Positive,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Assam,Guwahati,social_media_post,,employee,"On the ground in Guwahati, it is observed that National Education Policy 2020 (NEP 2020) is one of the few schemes that actually reaches villages based on their day-to-day experience.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Assam,Guwahati,survey_feedback,,farmer,"In Guwahati, many farmers feel that National Food Security Act / PDS needs proper monitoring and transparency before we can judge it based on their day-to-day experience.",Neutral,Neutral,,,,,,,
,,,,,,,,"The target population for the collection of data included School authorities and staff of KGBVs, girls of KGBVs and parents of those girls.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,23.0
P013,Atal Pension Yojana (APY),Social_Security,Delhi,New Delhi,survey_feedback,,teacher,People in New Delhi often say that Atal Pension Yojana (APY) has potential but the government needs to fix practical issues when asked in local meetings and discussions.,Neutral,Neutral,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Rajasthan,Jaipur,news_comment,,parent,"According to feedback collected in Jaipur, National Education Policy 2020 (NEP 2020) looks good on paper but implementation is very weak when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Punjab,Ludhiana,social_media_post,,farmer,"From the perspective of farmers in Ludhiana, Digital India Mission has too much paperwork and corruption at local level",Oppose,Negative,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,Maharashtra,Mumbai,news_comment,,citizen,"According to feedback collected in Mumbai, Kasturba Gandhi Balika Vidyalaya (KGBV) has too much paperwork and corruption at local level based on their day-to-day experience.",Oppose,Negative,,,,,,,
P009,Digital India Mission,Digital_Governance,Maharashtra,Mumbai,social_media_post,,farmer,"According to feedback collected in Mumbai, Digital India Mission needs proper monitoring and transparency before we can judge it based on their day-to-day experience.",Neutral,Neutral,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Karnataka,Bengaluru,play_store_review,,student,"On the ground in Bengaluru, it is observed that Smart Cities Mission helps poor and middle-class families who had no support earlier",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Maharashtra,Mumbai,survey_feedback,,NGO_rep,"According to feedback collected in Mumbai, Sukanya Samriddhi Account Scheme is not reaching the actual beneficiaries in our district as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,West Bengal,Kolkata,survey_feedback,,citizen,"From the perspective of citizens in Kolkata, PM-KISAN Income Support Scheme could become effective if local officials take it seriously when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,"If needed, necessary corrections are made at this stage (30 April -29 Development and Research Services Pvt.",Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",17.0
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Karnataka,Bengaluru,survey_feedback,,teacher,"From the perspective of teachers in Bengaluru, National Education Policy 2020 (NEP 2020) has many loopholes and people are being harassed instead of helped",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Karnataka,Bengaluru,news_comment,,farmer,People in Bengaluru often say that Data Protection / DPDP Act has many loopholes and people are being harassed instead of helped,Oppose,Negative,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Assam,Guwahati,survey_feedback,,citizen,"On the ground in Guwahati, it is observed that Smart Cities Mission has many loopholes and people are being harassed instead of helped when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Uttar Pradesh,Lucknow,news_comment,,official,"According to feedback collected in Lucknow, Data Protection / DPDP Act is a step in the right direction and should be strengthened further",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Haryana,Gurugram,play_store_review,,citizen,"In Gurugram, many citizens feel that National Food Security Act / PDS has made real difference on the ground in our area as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P002,NPEGEL – Girls Education Initiative,Girls_Education,Assam,Guwahati,social_media_post,,NGO_rep,"On the ground in Guwahati, it is observed that NPEGEL – Girls Education Initiative needs proper monitoring and transparency before we can judge it whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Assam,Guwahati,social_media_post,,NGO_rep,People in Guwahati often say that Swachh Survekshan Grameen / Swachh Bharat has potential but the government needs to fix practical issues as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Tamil Nadu,Chennai,news_comment,,NGO_rep,"From the perspective of NGO representatives in Chennai, PM Awas Yojana (PMAY) – Housing for All seems useful for some groups but others are left out as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,West Bengal,Kolkata,news_comment,,citizen,"On the ground in Kolkata, it is observed that National Education Policy 2020 (NEP 2020) needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,76 Professional Qualification of the staff interviewed The teaching staffs are expected to possess the professional qualification B.Ed or M.Ed or any other diploma or degree.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,26.0
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Punjab,Ludhiana,news_comment,,teacher,"From the perspective of teachers in Ludhiana, RTE Act 12(1)(c) – EWS Quota looks good on paper but implementation is very weak as reflected in recent conversations on social media.",Oppose,Negative,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Uttar Pradesh,Lucknow,survey_feedback,,NGO_rep,"On the ground in Lucknow, it is observed that PM-KISAN Income Support Scheme is still new and long-term results are not visible yet as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P004,Kasturba Gandhi Balika Vidyalaya (KGBV),Residential_Girls_Education,West Bengal,Kolkata,play_store_review,,student,"On the ground in Kolkata, it is observed that Kasturba Gandhi Balika Vidyalaya (KGBV) has genuinely improved access for ordinary people when asked in local meetings and discussions.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Karnataka,Bengaluru,survey_feedback,,shopkeeper,"In Bengaluru, many shopkeepers feel that Sukanya Samriddhi Account Scheme has mixed results and people are still trying to understand its impact when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,news_comment,,student,People in New Delhi often say that Jal Jeevan Mission (JJM) has mixed results and people are still trying to understand its impact according to informal surveys done by community groups.,Neutral,Neutral,,,,,,,
P011,MGNREGA – Rural Employment Guarantee,Employment,Delhi,New Delhi,news_comment,,parent,"From the perspective of parents in New Delhi, MGNREGA – Rural Employment Guarantee is not reaching the actual beneficiaries in our district when asked in local meetings and discussions.",Oppose,Negative,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Rajasthan,Jaipur,play_store_review,,shopkeeper,"From the perspective of shopkeepers in Jaipur, National Food Security Act / PDS has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Karnataka,Bengaluru,news_comment,,employee,"On the ground in Bengaluru, it is observed that Data Protection / DPDP Act has made real difference on the ground in our area based on their day-to-day experience.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Karnataka,Bengaluru,survey_feedback,,farmer,"According to feedback collected in Bengaluru, National Food Security Act / PDS has created more confusion than benefit for common people",Oppose,Negative,,,,,,,
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Uttar Pradesh,Lucknow,play_store_review,,farmer,"From the perspective of farmers in Lucknow, Mid-Day Meal Scheme (MDM) looks good on paper but implementation is very weak whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,West Bengal,Kolkata,play_store_review,,shopkeeper,"According to feedback collected in Kolkata, Ayushman Bharat – PM-JAY Health Insurance needs proper monitoring and transparency before we can judge it",Neutral,Neutral,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Rajasthan,Jaipur,play_store_review,,teacher,"In Jaipur, many teachers feel that Goods and Services Tax (GST) is not reaching the actual beneficiaries in our district whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,West Bengal,Kolkata,news_comment,,citizen,"According to feedback collected in Kolkata, Ayushman Bharat – PM-JAY Health Insurance has potential but the government needs to fix practical issues when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
,,,,,,,,"To ensure fair representation of private aided and un-aided schools, one each was selected from respective category.",Neutral,,,,,,,"Sample Survey and Study under Section 12(1) (C) of the RTE Act, 2009.pdf",17.0
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Rajasthan,Jaipur,survey_feedback,,student,"In Jaipur, many students feel that RTE Act 12(1)(c) – EWS Quota has potential but the government needs to fix practical issues",Neutral,Neutral,,,,,,,
P003,RTE Act 12(1)(c) – EWS Quota,School_Access,Assam,Guwahati,play_store_review,,shopkeeper,"From the perspective of shopkeepers in Guwahati, RTE Act 12(1)(c) – EWS Quota is still new and long-term results are not visible yet as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Tamil Nadu,Chennai,news_comment,,parent,"On the ground in Chennai, it is observed that Atal Pension Yojana (APY) helps poor and middle-class families who had no support earlier as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Delhi,New Delhi,survey_feedback,,student,"In New Delhi, many students feel that Sukanya Samriddhi Account Scheme is not reaching the actual beneficiaries in our district whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
,,,,,,,,"They may serve as volunteers with no payment of any kind, or may receive in-kind payments in the form of food and/or services.",Neutral,,,,,,,State-Survey-of-School-Meal-Programs-in-India-Report-with-Annexes.pdf,23.0
P004,Kasturba Gandhi Balika Vidyalaya (KGBV) Scheme,Residential_Girls_Education,Delhi,South Delhi,survey_report,Survey Report – RTE,investor,Life skills sessions should be more frequent.,Neutral,Neutral,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,Uttar Pradesh,Lucknow,news_comment,,parent,People in Lucknow often say that Goods and Services Tax (GST) has too much paperwork and corruption at local level,Oppose,Negative,,,,,,,
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Tamil Nadu,Chennai,survey_feedback,,NGO_rep,"According to feedback collected in Chennai, PM Awas Yojana (PMAY) – Housing for All has made real difference on the ground in our area as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P014,National Food Security Act / PDS,Food_Security,Assam,Guwahati,survey_feedback,,farmer,"On the ground in Guwahati, it is observed that National Food Security Act / PDS is a step in the right direction and should be strengthened further when asked in local meetings and discussions.",Support,Positive,,,,,,,
P018,Data Protection / DPDP Act,Data_Protection,Punjab,Ludhiana,survey_feedback,,NGO_rep,"In Ludhiana, many NGO representatives feel that Data Protection / DPDP Act is not reaching the actual beneficiaries in our district whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,news_comment,,student,"On the ground in New Delhi, it is observed that Jal Jeevan Mission (JJM) looks good on paper but implementation is very weak",Oppose,Negative,,,,,,,
P007,National Education Policy 2020 (NEP 2020),Education_Reform,Tamil Nadu,Chennai,survey_feedback,,farmer,"According to feedback collected in Chennai, National Education Policy 2020 (NEP 2020) has potential but the government needs to fix practical issues",Neutral,Neutral,,,,,,,
P001,Sukanya Samriddhi Account Scheme,Financial_Inclusion,Karnataka,Bengaluru,social_media_post,,official,"On the ground in Bengaluru, it is observed that Sukanya Samriddhi Account Scheme is a step in the right direction and should be strengthened further as reflected in recent conversations on social media.",Support,Positive,,,,,,,
P010,PM-KISAN Income Support Scheme,Farmer_Support,Assam,Guwahati,play_store_review,,official,"According to feedback collected in Guwahati, PM-KISAN Income Support Scheme seems useful for some groups but others are left out whenever the topic comes up in public meetings.",Neutral,Neutral,,,,,,,
,,,,,,,,not sure,Neutral,,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Delhi,New Delhi,news_comment,,parent,"On the ground in New Delhi, it is observed that Smart Cities Mission has many loopholes and people are being harassed instead of helped according to informal surveys done by community groups.",Oppose,Negative,,,,,,,
P016,Jal Jeevan Mission (JJM),Drinking_Water,Delhi,New Delhi,play_store_review,,citizen,"In New Delhi, many citizens feel that Jal Jeevan Mission (JJM) has genuinely improved access for ordinary people according to informal surveys done by community groups.",Support,Positive,,,,,,,
P008,Ayushman Bharat – PM-JAY Health Insurance,Public_Health,Assam,Guwahati,play_store_review,,student,People in Guwahati often say that Ayushman Bharat – PM-JAY Health Insurance feels more like a political advertisement than a real solution according to informal surveys done by community groups.,Oppose,Negative,,,,,,,
,,,,,,,,The State Level Workshops were organized across the Country covered from 20th September 2021 to 30th November 2021.,Neutral,,,,,,,SSG-2022-report.pdf,18.0
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Delhi,New Delhi,play_store_review,,shopkeeper,People in New Delhi often say that Electric Vehicle (EV) Policy & FAME-II is still new and long-term results are not visible yet as reflected in recent conversations on social media.,Neutral,Neutral,,,,,,,
P006,Swachh Survekshan Grameen / Swachh Bharat,Sanitation_Rural,Tamil Nadu,Chennai,social_media_post,,teacher,"According to feedback collected in Chennai, Swachh Survekshan Grameen / Swachh Bharat has many loopholes and people are being harassed instead of helped whenever the topic comes up in public meetings.",Oppose,Negative,,,,,,,
P013,Atal Pension Yojana (APY),Social_Security,Uttar Pradesh,Lucknow,news_comment,,teacher,"From the perspective of teachers in Lucknow, Atal Pension Yojana (APY) needs proper monitoring and transparency before we can judge it when asked in local meetings and discussions.",Neutral,Neutral,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Haryana,Gurugram,news_comment,,employee,"From the perspective of employees in Gurugram, Electric Vehicle (EV) Policy & FAME-II is one of the few schemes that actually reaches villages whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
,,,,,,,,"Being orphan condition of my family was pitiful, so my father went to Delhi for work, and left me with my grandparents.",Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,22.0
P005,Mid-Day Meal Scheme (MDM),School_Nutrition,Maharashtra,Mumbai,social_media_post,,citizen,People in Mumbai often say that Mid-Day Meal Scheme (MDM) is a step in the right direction and should be strengthened further as reflected in recent conversations on social media.,Support,Positive,,,,,,,
P020,Goods and Services Tax (GST),Tax_Economy,West Bengal,Kolkata,play_store_review,,employee,"In Kolkata, many employees feel that Goods and Services Tax (GST) is not reaching the actual beneficiaries in our district based on their day-to-day experience.",Oppose,Negative,,,,,,,
P019,Electric Vehicle (EV) Policy & FAME-II,Clean_Mobility,Assam,Guwahati,play_store_review,,parent,"From the perspective of parents in Guwahati, Electric Vehicle (EV) Policy & FAME-II has mixed results and people are still trying to understand its impact as reflected in recent conversations on social media.",Neutral,Neutral,,,,,,,
,,,,,,,,The overall positions in these respects can be seen in the table below.,Neutral,,,,,,,Evaluation of Kasturba Gandhi Balika Vidyalayas (KGBVs) Scheme.pdf,13.0
P012,PM Awas Yojana (PMAY) – Housing for All,Housing,Tamil Nadu,Chennai,survey_feedback,,student,"According to feedback collected in Chennai, PM Awas Yojana (PMAY) – Housing for All reduced our daily struggles and brought some relief whenever the topic comes up in public meetings.",Support,Positive,,,,,,,
P017,Smart Cities Mission,Urban_Infra,Punjab,Ludhiana,play_store_review,,parent,People in Ludhiana often say that Smart Cities Mission is a step in the right direction and should be strengthened further according to informal surveys done by community groups.,Support,Positive,,,,,,,
